Brand,Year of Manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
MAZDA,2008,Foreign Used,131100,2000,Petrol,Automatic,"?1,732,500.00"
TOYOTA,2002,Foreign Used,163475,2500,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2008,Nigerian Used,56761,5700,Petrol,Automatic,"?5,250,000.00"
RENAULT,2006,Nigerian Used,180952,1900,Diesel,Manual,"?1,025,000.00"
TOYOTA,2007,Nigerian Used,165028,1800,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2011,Nigerian Used,217733,2400,Petrol,Automatic,"?2,100,000.00"
HYUNDAI,2011,Nigerian Used,133698,2000,Petrol,Automatic,"?2,887,500.00"
KIA,2014,Nigerian Used,54099,1400,Petrol,Automatic,"?2,912,000.00"
NISSAN,2003,Nigerian Used,239830,2500,Petrol,Automatic,"?1,785,000.00"
HYUNDAI,2015,Nigerian Used,50075,1200,Petrol,Manual,"?2,100,000.00"
HONDA,2008,Nigerian Used,88690,2400,Petrol,Automatic,"?2,100,000.00"
HONDA,2013,Nigerian Used,137302,3500,Petrol,AMT,"?3,360,000.00"
TOYOTA,2008,Nigerian Used,195989,1800,Petrol,Automatic,"?2,704,000.00"
LAND ROVER,2006,Nigerian Used,114307,4400,Petrol,Automatic,"?1,680,000.00"
LEXUS,2000,Nigerian Used,154995,3500,Petrol,Automatic,"?1,680,000.00"
HYUNDAI,2011,Nigerian Used,133698,2000,Petrol,Automatic,"?2,887,500.00"
TOYOTA,2000,Nigerian Used,158375,3000,Petrol,Automatic,"?1,664,000.00"
HONDA,2010,Nigerian Used,95366,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2003,Nigerian Used,159293,1800,Petrol,Automatic,"?1,872,000.00"
NISSAN,2014,Nigerian Used,134275,2500,Petrol,Automatic,"?3,150,000.00"
HONDA,2011,Nigerian Used,166352,3500,Petrol,Automatic,"?2,415,000.00"
CHEVROLET,2010,Nigerian Used,102064,1600,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2001,Nigerian Used,174340,2000,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2006,Nigerian Used,316117,3500,Petrol,Automatic,"?1,680,000.00"
LEXUS,2005,Nigerian Used,221522,3300,Petrol,Automatic,"?3,328,000.00"
TOYOTA,2008,Nigerian Used,195989,1800,Petrol,Automatic,"?2,704,000.00"
TOYOTA,2005,Nigerian Used,257412,1800,Petrol,Automatic,"?1,785,000.00"
CHEVROLET,2010,Nigerian Used,102064,1600,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2002,Nigerian Used,506364,2400,Petrol,Automatic,"?1,456,000.00"
NISSAN,2005,Foreign Used,191535,3500,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,208115,3500,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2005,Foreign Used,238198,1800,Petrol,Automatic,"?2,572,500.00"
MERCEDES-BENZ,2002,Nigerian Used,225111,2100,Diesel,Manual,"?1,575,000.00"
LEXUS,2009,Nigerian Used,156501,3500,Petrol,Automatic,"?3,585,000.00"
TOYOTA,2010,Nigerian Used,243549,1800,Petrol,Automatic,"?2,205,000.00"
TOYOTA,2003,Nigerian Used,218717,2000,Petrol,Automatic,"?1,768,000.00"
TOYOTA,2004,Nigerian Used,21973,1800,Petrol,Automatic,"?1,732,500.00"
NISSAN,2005,Nigerian Used,468578,2500,Petrol,Automatic,"?1,680,000.00"
MERCEDES-BENZ,2005,Nigerian Used,134162,3700,Petrol,Automatic,"?2,940,000.00"
NISSAN,2005,Nigerian Used,24162,4000,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2004,Nigerian Used,184304,1800,Petrol,Automatic,"?1,785,000.00"
NISSAN,2018,Nigerian Used,37409,5600,Petrol,Automatic,"?8,400,000.00"
HONDA,2004,Nigerian Used,215019,3500,Petrol,Automatic,"?1,560,000.00"
HONDA,2010,Nigerian Used,149189,35000,Petrol,Automatic,"?2,100,000.00"
MERCEDES-BENZ,2008,Nigerian Used,212117,3500,Petrol,Automatic,"?3,150,000.00"
LEXUS,2008,Nigerian Used,176272,3500,Petrol,Automatic,"?2,625,000.00"
MERCEDES-BENZ,2002,Nigerian Used,225111,2100,Diesel,Manual,"?1,575,000.00"
TOYOTA,2003,Foreign Used,101442,1800,Petrol,Automatic,"?3,120,000.00"
FORD,2008,Nigerian Used,171962,3500,Petrol,Automatic,"?2,704,000.00"
HONDA,2007,Foreign Used,183460,35,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2009,Nigerian Used,135724,1800,Petrol,Automatic,"?1,659,000.00"
TOYOTA,2003,Nigerian Used,107072,3000,Petrol,Automatic,"?1,664,000.00"
HONDA,2015,Nigerian Used,76054,2000,Petrol,Automatic,"?5,616,000.00"
TOYOTA,2009,Nigerian Used,360384,1800,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2010,Foreign Used,75863,2700,Petrol,Automatic,"?7,192,500.00"
LEXUS,2009,Nigerian Used,139072,3500,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2003,Nigerian Used,23658,1800,Petrol,Automatic,"?1,872,000.00"
NISSAN,2008,Nigerian Used,77687,45,Petrol,Automatic,"?1,575,000.00"
MERCEDES-BENZ,2003,Nigerian Used,320327,3200,Petrol,Automatic,"?1,872,000.00"
NISSAN,2013,Foreign Used,176325,3500,Petrol,Automatic,"?2,500,000.00"
CHEVROLET,2011,Nigerian Used,90435,1500,Petrol,Automatic,"?1,207,500.00"
HONDA,2010,Nigerian Used,149189,35000,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2005,Foreign Used,150430,1800,Petrol,Automatic,"?2,625,000.00"
BMW,2002,Nigerian Used,176466,3000,Petrol,Automatic,"?1,687,500.00"
TOYOTA,2007,Nigerian Used,275414,2500,Petrol,Automatic,"?1,995,000.00"
HONDA,2015,Nigerian Used,93433,2400,Petrol,Automatic,"?3,885,000.00"
LEXUS,2008,Nigerian Used,184234,3500,Petrol,Automatic,"?3,952,000.00"
TOYOTA,2004,Nigerian Used,233801,2400,Petrol,Automatic,"?1,664,000.00"
HONDA,2015,Nigerian Used,76054,2000,Petrol,Automatic,"?5,616,000.00"
NISSAN,2002,Nigerian Used,141407,2500,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2010,Nigerian Used,257417,1800,Petrol,Automatic,"?3,536,000.00"
LEXUS,2011,Nigerian Used,209215,3000,Petrol,Automatic,"?1,680,000.00"
LEXUS,2007,Nigerian Used,68366,3500,Petrol,Automatic,"?5,408,000.00"
NISSAN,2009,Nigerian Used,213292,3500,Petrol,CVT,"?1,575,000.00"
TOYOTA,2006,Nigerian Used,316117,3500,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2011,Nigerian Used,217733,2400,Petrol,Automatic,"?2,100,000.00"
MERCEDES-BENZ,2009,Nigerian Used,332652,3000,Petrol,Automatic,"?2,730,000.00"
CHRYSLER,2006,Foreign Used,36238,5700,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2008,Nigerian Used,265560,2400,Petrol,Automatic,"?2,100,000.00"
MERCEDES-BENZ,2007,Nigerian Used,206570,2000,Petrol,Automatic,"?1,785,000.00"
HONDA,2010,Nigerian Used,95249,3500,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,312965,3000,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2005,Nigerian Used,173874,2400,Petrol,Automatic,"?2,288,000.00"
NISSAN,2014,Nigerian Used,191207,2500,Petrol,Automatic,"?1,785,000.00"
MAZDA,2007,Nigerian Used,330873,2300,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2002,Nigerian Used,506364,2400,Petrol,Automatic,"?1,456,000.00"
TOYOTA,2004,Nigerian Used,233801,2400,Petrol,Automatic,"?1,664,000.00"
MERCEDES-BENZ,2005,Foreign Used,221487,5000,Petrol,Automatic,"?1,627,500.00"
MERCEDES-BENZ,2003,Nigerian Used,320327,3200,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2006,Nigerian Used,371715,3300,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2006,Foreign Used,204482,1800,Petrol,Automatic,"?3,172,000.00"
KIA,2013,Nigerian Used,92645,2000,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2005,Nigerian Used,156976,2400,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2007,Nigerian Used,312965,3000,Petrol,Automatic,"?1,785,000.00"
MERCEDES-BENZ,2007,Nigerian Used,246829,5500,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2009,Nigerian Used,154177,1800,Petrol,Automatic,"?2,704,000.00"
TOYOTA,2008,Nigerian Used,197584,2500,Petrol,Automatic,"?2,100,000.00"
NISSAN,2005,Foreign Used,330873,1800,Petrol,Manual,"?1,575,000.00"
TOYOTA,2010,Nigerian Used,176319,2500,Petrol,Automatic,"?2,205,000.00"
TOYOTA,2001,Nigerian Used,355625,20000,Petrol,Automatic,"?1,352,000.00"
NISSAN,2005,Nigerian Used,343566,4000,Petrol,Automatic,"?1,768,000.00"
MERCEDES-BENZ,2002,Foreign Used,311373,3200,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2003,Foreign Used,101442,1800,Petrol,Automatic,"?3,120,000.00"
NISSAN,2013,Foreign Used,176325,3500,Petrol,Automatic,"?2,500,000.00"
HONDA,2007,Nigerian Used,140942,2400,Petrol,Automatic,"?1,890,000.00"
KIA,2013,Nigerian Used,119011,1400,Petrol,Automatic,"?1,995,000.00"
HONDA,2013,Nigerian Used,174120,24000,Petrol,Automatic,"?3,517,500.00"
MERCEDES-BENZ,2009,Nigerian Used,293528,3000,Petrol,Automatic,"?2,625,000.00"
FORD,2006,Foreign Used,321388,4000,Petrol,Automatic,"?2,940,000.00"
HYUNDAI,2011,Nigerian Used,193209,2400,Petrol,Automatic,"?2,625,000.00"
MAZDA,2005,Nigerian Used,131262,3000,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2004,Nigerian Used,21973,1800,Petrol,Automatic,"?1,732,500.00"
LEXUS,1999,Nigerian Used,225668,3000,Petrol,Automatic,"?1,938,000.00"
TOYOTA,2005,Nigerian Used,173874,2400,Petrol,Automatic,"?2,288,000.00"
NISSAN,2013,Nigerian Used,99116,2000,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2007,Nigerian Used,335891,1800,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2010,Foreign Used,75863,2700,Petrol,Automatic,"?7,192,500.00"
HONDA,2013,Nigerian Used,137302,3500,Petrol,AMT,"?3,360,000.00"
TOYOTA,2007,Nigerian Used,249502,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2005,Foreign Used,389669,1800,Petrol,Automatic,"?2,940,000.00"
TOYOTA,2008,Nigerian Used,141077,1800,Petrol,Manual,"?1,976,000.00"
TOYOTA,2007,Nigerian Used,256997,3500,Petrol,Automatic,"?1,890,000.00"
HONDA,2009,Nigerian Used,151561,2000,Petrol,Automatic,"?1,575,000.00"
MERCEDES-BENZ,2004,Nigerian Used,7061,3500,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,234664,1800,Petrol,Automatic,"?1,942,500.00"
TOYOTA,2008,Nigerian Used,241842,20,Petrol,Automatic,"?2,500,000.00"
NISSAN,2005,Nigerian Used,185972,4700,Petrol,Automatic,"?2,100,000.00"
HONDA,2007,Foreign Used,183460,35,Petrol,Automatic,"?3,150,000.00"
MITSUBISHI,2003,Nigerian Used,165711,2000,Petrol,Automatic,"?1,365,000.00"
NISSAN,2009,Nigerian Used,224443,2500,Petrol,Automatic,"?1,890,000.00"
HONDA,2003,Nigerian Used,404395,3000,Petrol,Automatic,"?1,664,000.00"
MERCEDES-BENZ,2014,Nigerian Used,29355,4700,Petrol,Automatic,"?15,600,000.00"
HONDA,2007,Nigerian Used,343376,2000,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2004,Nigerian Used,201202,1800,Petrol,Automatic,"?2,184,000.00"
HYUNDAI,2006,Nigerian Used,368863,3300,Petrol,Automatic,"?1,352,000.00"
HONDA,2004,Foreign Used,397157,2400,Petrol,Automatic,"?2,310,000.00"
HONDA,2007,Foreign Used,128446,1400,Petrol,Manual,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,405344,1800,Petrol,Automatic,"?2,392,000.00"
NISSAN,2014,Nigerian Used,99397,2000,Petrol,Automatic,"?1,575,000.00"
HYUNDAI,2011,Nigerian Used,193209,2400,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2001,Nigerian Used,119510,3000,Petrol,Automatic,"?1,352,000.00"
LEXUS,2006,Nigerian Used,81045,3500,Petrol,Automatic,"?3,095,000.00"
MITSUBISHI,2003,Nigerian Used,165711,2000,Petrol,Automatic,"?1,365,000.00"
HONDA,2008,Nigerian Used,129345,2400,Petrol,Automatic,"?2,808,000.00"
NISSAN,2001,Nigerian Used,254983,3500,Petrol,Automatic,"?1,050,000.00"
CHEVROLET,1999,Nigerian Used,227599,3400,Petrol,Automatic,"?1,050,000.00"
MERCEDES-BENZ,2006,Nigerian Used,172043,5000,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2003,Nigerian Used,189521,2000,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2002,Nigerian Used,376369,2400,Petrol,Automatic,"?1,300,000.00"
KIA,2013,Nigerian Used,119011,1400,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2001,Foreign Used,298207,2200,Petrol,Automatic,"?2,288,000.00"
HONDA,2009,Nigerian Used,148264,1800,Petrol,Automatic,"?2,080,000.00"
TOYOTA,2006,Nigerian Used,41446,1800,Petrol,Automatic,"?1,890,000.00"
KIA,2018,Nigerian Used,88610,1400,Petrol,Automatic,"?4,400,000.00"
MERCEDES-BENZ,2003,Nigerian Used,402903,2600,Petrol,Automatic,"?1,560,000.00"
HONDA,2009,Nigerian Used,87829,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2004,Nigerian Used,47254,1800,Petrol,Automatic,"?2,288,000.00"
HONDA,2003,Nigerian Used,227135,3500,Petrol,AMT,"?1,260,000.00"
FORD,2006,Foreign Used,321388,4000,Petrol,Automatic,"?2,940,000.00"
HONDA,2007,Nigerian Used,140942,2400,Petrol,Automatic,"?1,890,000.00"
MERCEDES-BENZ,2007,Nigerian Used,246829,5500,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2004,Nigerian Used,201202,1800,Petrol,Automatic,"?2,184,000.00"
HONDA,2004,Foreign Used,397157,2400,Petrol,Automatic,"?2,310,000.00"
HONDA,2008,Nigerian Used,112821,2400,Petrol,Automatic,"?1,680,000.00"
HONDA,2007,Foreign Used,241906,3500,Petrol,Automatic,"?2,205,000.00"
TOYOTA,2007,Nigerian Used,193118,1800,Petrol,Automatic,"?1,785,000.00"
HONDA,2010,Nigerian Used,201773,2400,Petrol,Automatic,"?1,995,000.00"
MAZDA,2004,Nigerian Used,66195,3000,Hybrid,Automatic,"?1,627,500.00"
TOYOTA,2007,Nigerian Used,405344,1800,Petrol,Automatic,"?2,392,000.00"
LEXUS,2007,Foreign Used,95376,35,Petrol,Automatic,"?4,500,000.00"
TOYOTA,2000,Nigerian Used,145353,3000,Petrol,Automatic,"?1,260,000.00"
FORD,2016,Foreign Used,43369,2000,Petrol,Automatic,"?2,677,500.00"
TOYOTA,2006,Nigerian Used,41446,1800,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2003,Nigerian Used,189521,2000,Petrol,Automatic,"?1,890,000.00"
MAZDA,2008,Foreign Used,131100,2000,Petrol,Automatic,"?1,732,500.00"
TOYOTA,2007,Nigerian Used,194171,2400,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2007,Nigerian Used,223493,3500,Hybrid,Automatic,"?2,100,000.00"
TOYOTA,2007,Nigerian Used,173743,1800,Petrol,Automatic,"?2,496,000.00"
MAZDA,2008,Foreign Used,185577,2300,Petrol,Automatic,"?2,835,000.00"
MERCEDES-BENZ,2006,Nigerian Used,218669,3500,Petrol,Automatic,"?1,942,500.00"
TOYOTA,2003,Nigerian Used,140360,1800,Petrol,Automatic,"?1,570,000.00"
TOYOTA,2007,Nigerian Used,208115,3500,Petrol,Automatic,"?1,890,000.00"
HONDA,2013,Nigerian Used,68902,2500,Petrol,Automatic,"?3,570,000.00"
TOYOTA,2004,Nigerian Used,183623,1800,Petrol,Automatic,"?1,785,000.00"
HONDA,2008,Foreign Used,149205,2400,Petrol,Automatic,"?2,835,000.00"
HYUNDAI,2007,Nigerian Used,232881,2400,Petrol,Automatic,"?1,664,000.00"
TOYOTA,2007,Nigerian Used,153653,1800,Petrol,Automatic,"?2,496,000.00"
TOYOTA,2007,Nigerian Used,234664,1800,Petrol,Automatic,"?1,942,500.00"
HONDA,2007,Nigerian Used,186435,2400,Petrol,Automatic,"?2,310,000.00"
MITSUBISHI,2001,Nigerian Used,285619,3000,Petrol,Automatic,"?1,155,000.00"
MERCEDES-BENZ,2006,Nigerian Used,81393,5000,Petrol,Automatic,"?2,625,000.00"
HYUNDAI,2007,Nigerian Used,217009,2000,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2007,Nigerian Used,193118,1800,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,256997,3500,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2003,Nigerian Used,170808,3000,Petrol,Automatic,"?1,365,000.00"
HONDA,2008,Nigerian Used,112821,2400,Petrol,Automatic,"?1,680,000.00"
HONDA,2010,Nigerian Used,201773,2400,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2008,Nigerian Used,115759,1800,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2006,Nigerian Used,60872,1800,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2003,Nigerian Used,218717,2000,Petrol,Automatic,"?1,768,000.00"
HONDA,2008,Nigerian Used,80737,2400,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2004,Nigerian Used,401581,1800,Petrol,Automatic,"?1,976,000.00"
TOYOTA,2004,Nigerian Used,47254,1800,Petrol,Automatic,"?2,288,000.00"
TOYOTA,2004,Nigerian Used,97789,3000,Petrol,Automatic,"?1,456,000.00"
LEXUS,2013,Nigerian Used,173409,3500,Petrol,Automatic,"?8,400,000.00"
HONDA,2007,Nigerian Used,321629,3300,Petrol,Automatic,"?2,288,000.00"
FORD,2001,Nigerian Used,160604,1600,Petrol,Manual,"?1,260,000.00"
TOYOTA,2006,Nigerian Used,60872,1800,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2004,Nigerian Used,164108,1800,Petrol,Automatic,"?1,785,000.00"
CITROEN,2006,Nigerian Used,362319,1800,Diesel,Manual,"?1,260,000.00"
HONDA,2007,Nigerian Used,186435,2400,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2002,Nigerian Used,52855,2400,Petrol,Automatic,"?1,248,000.00"
CHEVROLET,2014,Nigerian Used,97737,1500,Petrol,Manual,"?1,050,000.00"
MERCEDES-BENZ,2007,Nigerian Used,240010,3500,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2002,Nigerian Used,298588,2400,Petrol,Automatic,"?1,456,000.00"
TOYOTA,2008,Nigerian Used,265047,2400,Petrol,Automatic,"?2,100,000.00"
HONDA,2008,Foreign Used,149205,2400,Petrol,Automatic,"?2,835,000.00"
HYUNDAI,2006,Nigerian Used,368863,3300,Petrol,Automatic,"?1,352,000.00"
TOYOTA,2004,Nigerian Used,183623,1800,Petrol,Automatic,"?1,785,000.00"
NISSAN,2009,Nigerian Used,95473,1600,Petrol,CVT,"?3,150,000.00"
LEXUS,2008,Foreign Used,169765,3500,Petrol,Automatic,"?5,928,000.00"
NISSAN,2001,Nigerian Used,254983,3500,Petrol,Automatic,"?1,050,000.00"
NISSAN,2010,Foreign Used,169794,2500,Petrol,CVT,"?2,520,000.00"
TOYOTA,2003,Nigerian Used,440014,2400,Petrol,Automatic,"?1,365,000.00"
FORD,2007,Nigerian Used,192111,3500,Petrol,Automatic,"?1,732,500.00"
HYUNDAI,2010,Nigerian Used,166941,1600,Petrol,Automatic,"?1,785,000.00"
MERCEDES-BENZ,2007,Nigerian Used,301871,35,Petrol,Automatic,"?2,100,000.00"
HONDA,2008,Nigerian Used,152837,2400,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2009,Nigerian Used,110826,2500,Petrol,Automatic,"?1,785,000.00"
MITSUBISHI,2001,Nigerian Used,285619,3000,Petrol,Automatic,"?1,155,000.00"
VOLKSWAGEN,2009,Foreign Used,164675,4000,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2009,Nigerian Used,110821,1800,Petrol,Automatic,"?2,600,000.00"
ACURA,2005,Nigerian Used,111304,3500,Petrol,Automatic,"?1,155,000.00"
MERCEDES-BENZ,2008,Nigerian Used,188651,3000,Petrol,Automatic,"?2,660,000.00"
KIA,2014,Nigerian Used,41655,1400,Petrol,Automatic,"?1,976,000.00"
TOYOTA,2000,Nigerian Used,346056,3400,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2006,Nigerian Used,7086,1800,Petrol,Automatic,"?2,860,000.00"
FORD,2005,Nigerian Used,166747,2000,Petrol,Automatic,"?1,250,000.00"
TOYOTA,2007,Nigerian Used,397695,2400,Petrol,Automatic,"?1,659,000.00"
BMW,2007,Nigerian Used,316930,3000,Petrol,Automatic,"?2,415,000.00"
BMW,2008,Foreign Used,248853,3000,Petrol,Automatic,"?5,250,000.00"
FORD,2005,Nigerian Used,166747,2000,Petrol,Automatic,"?1,250,000.00"
TOYOTA,2003,Nigerian Used,187554,1800,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2005,Nigerian Used,156976,2400,Petrol,Automatic,"?1,575,000.00"
KIA,2013,Nigerian Used,69795,1600,Petrol,Manual,"?1,365,000.00"
MERCEDES-BENZ,2005,Foreign Used,8872,2600,Petrol,Automatic,"?2,912,000.00"
TOYOTA,2004,Nigerian Used,233277,3300,Petrol,Automatic,"?2,756,000.00"
HONDA,2008,Nigerian Used,152837,2400,Petrol,Automatic,"?1,872,000.00"
MERCEDES-BENZ,2003,Nigerian Used,294842,3200,Petrol,Automatic,"?2,625,000.00"
HONDA,2008,Nigerian Used,158512,3500,Petrol,Automatic,"?2,808,000.00"
BMW,2007,Nigerian Used,316930,3000,Petrol,Automatic,"?2,415,000.00"
FORD,2001,Nigerian Used,160604,1600,Petrol,Manual,"?1,260,000.00"
HONDA,2014,Nigerian Used,124670,2400,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2003,Nigerian Used,440014,2400,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2005,Foreign Used,409781,3500,Petrol,Automatic,"?3,045,000.00"
FORD,2014,Nigerian Used,145088,2400,Petrol,Automatic,"?2,940,000.00"
TOYOTA,2004,Nigerian Used,97789,3000,Petrol,Automatic,"?1,456,000.00"
HONDA,2009,Nigerian Used,121175,2500,Petrol,Automatic,"?2,080,000.00"
CITROEN,2006,Nigerian Used,362319,1800,Diesel,Manual,"?1,260,000.00"
TOYOTA,2008,Foreign Used,165670,2000,Petrol,Automatic,"?2,940,000.00"
KIA,2017,Nigerian Used,42530,1600,Petrol,Automatic,"?4,200,000.00"
HONDA,2008,Nigerian Used,80159,2400,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2004,Nigerian Used,210981,3000,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2008,Nigerian Used,265047,2400,Petrol,Automatic,"?2,100,000.00"
CHEVROLET,2014,Nigerian Used,97737,1500,Petrol,Manual,"?1,050,000.00"
HONDA,2009,Nigerian Used,156831,2400,Petrol,Automatic,"?1,785,000.00"
HONDA,2009,Nigerian Used,157472,1800,Petrol,Automatic,"?1,976,000.00"
FORD,2007,Nigerian Used,192111,3500,Petrol,Automatic,"?1,732,500.00"
TOYOTA,2004,Nigerian Used,347321,2400,Petrol,Automatic,"?1,820,000.00"
HONDA,2009,Nigerian Used,207303,2400,Petrol,Automatic,"?1,680,000.00"
KIA,2018,Nigerian Used,22794,20,Petrol,Automatic,"?4,200,103.00"
TOYOTA,2008,Nigerian Used,107092,1800,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2013,Nigerian Used,111327,2000,Petrol,Automatic,"?3,536,000.00"
BMW,2010,Foreign Used,269261,3000,Petrol,Automatic,"?3,360,000.00"
LEXUS,2008,Nigerian Used,62887,45000,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2002,Nigerian Used,291483,1800,Petrol,Automatic,"?1,352,000.00"
TOYOTA,2007,Nigerian Used,397695,2400,Petrol,Automatic,"?1,659,000.00"
TOYOTA,2004,Nigerian Used,318222,3000,Petrol,Automatic,"?1,352,000.00"
TOYOTA,2010,Foreign Used,175073,2500,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2002,Nigerian Used,435249,3000,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2006,Foreign Used,190936,1800,Petrol,Automatic,"?3,150,000.00"
VOLKSWAGEN,2012,Nigerian Used,122318,3500,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2009,Nigerian Used,110821,1800,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2005,Nigerian Used,156226,2400,Petrol,Automatic,"?1,575,000.00"
HONDA,2009,Nigerian Used,125470,200,Petrol,Automatic,"?2,080,000.00"
TOYOTA,2008,Nigerian Used,126075,1600,Petrol,Automatic,"?1,785,000.00"
LEXUS,2004,Nigerian Used,105915,3300,Petrol,Automatic,"?1,575,000.00"
MITSUBISHI,2010,Nigerian Used,136376,3500,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2005,Foreign Used,174899,1800,Petrol,Automatic,"?2,940,000.00"
MERCEDES-BENZ,2008,Nigerian Used,160135,3000,Petrol,Automatic,"?3,360,000.00"
TOYOTA,2006,Nigerian Used,101652,2400,Petrol,Automatic,"?2,712,000.00"
NISSAN,2006,Nigerian Used,24705,3000,Petrol,Automatic,"?1,575,000.00"
ACURA,2005,Nigerian Used,111304,3500,Petrol,Automatic,"?1,155,000.00"
HONDA,2007,Nigerian Used,110491,3500,Petrol,Automatic,"?2,600,000.00"
NISSAN,2003,Nigerian Used,210314,3300,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2005,Nigerian Used,181824,2400,Petrol,Automatic,"?1,575,000.00"
JAGUAR,2017,Foreign Used,31339,2000,Petrol,Automatic,"?11,075,000.00"
LEXUS,2007,Foreign Used,89548,3500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2009,Nigerian Used,110826,2500,Petrol,Automatic,"?1,785,000.00"
HYUNDAI,2012,Foreign Used,136531,3300,Petrol,Automatic,"?5,775,000.00"
HONDA,2006,Nigerian Used,293522,2400,Petrol,Automatic,"?1,560,000.00"
FORD,2009,Nigerian Used,210344,2000,Petrol,Automatic,"?2,625,000.00"
MERCEDES-BENZ,2010,Foreign Used,83411,3500,Petrol,Automatic,"?8,550,000.00"
TOYOTA,1998,Nigerian Used,383035,2200,Petrol,Automatic,"?1,352,000.00"
TOYOTA,2002,Nigerian Used,509793,3000,Petrol,Automatic,"?2,288,000.00"
VOLKSWAGEN,2007,Foreign Used,56676,2500,Petrol,Manual,"?2,100,000.00"
HONDA,2012,Nigerian Used,119096,2400,Petrol,Automatic,"?2,496,000.00"
ACURA,2010,Nigerian Used,205118,2500,Petrol,Automatic,"?2,625,000.00"
LEXUS,2000,Nigerian Used,368725,3000,Petrol,Automatic,"?1,365,000.00"
KIA,2013,Nigerian Used,123093,1400,Petrol,Manual,"?1,560,000.00"
VOLKSWAGEN,2011,Nigerian Used,157863,2000,Petrol,Automatic,"?2,520,000.00"
KIA,2014,Nigerian Used,92872,1600,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2005,Nigerian Used,140282,1800,Petrol,Automatic,"?1,976,000.00"
