Brand,Year of Manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
HONDA,2007,Foreign Used,165176,35,Petrol,Automatic,"?3,432,000.00"
MITSUBISHI,2013,Nigerian Used,126935,2500,Petrol,Manual,"?2,625,000.00"
NISSAN,2007,Foreign Used,283434,3500,Petrol,Automatic,"?2,625,000.00"
PONTIAC,2009,Nigerian Used,134619,2400,Petrol,Automatic,"?2,808,000.00"
MERCEDES-BENZ,2011,Nigerian Used,99327,3500,Petrol,Automatic,"?4,200,000.00"
NISSAN,2008,Foreign Used,125945,3500,Petrol,Automatic,"?3,120,000.00"
LEXUS,2000,Nigerian Used,222631,4700,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2008,Foreign Used,152808,2000,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2012,Nigerian Used,135879,3500,Petrol,Automatic,"?4,410,000.00"
TOYOTA,2009,Nigerian Used,252925,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2003,Nigerian Used,271092,2400,Petrol,Automatic,"?1,514,000.00"
TOYOTA,2007,Nigerian Used,245734,1800,Petrol,Automatic,"?2,100,000.00"
NISSAN,2010,Nigerian Used,184695,2500,Petrol,CVT,"?2,100,000.00"
TOYOTA,2009,Nigerian Used,105332,2400,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2008,Nigerian Used,162039,1800,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2003,Nigerian Used,240839,3000,Petrol,Automatic,"?1,575,000.00"
NISSAN,2009,Foreign Used,289805,1800,Petrol,Automatic,"?2,520,000.00"
HONDA,2009,Nigerian Used,312879,3500,Petrol,Automatic,"?3,150,000.00"
TOYOTA,1997,Nigerian Used,410470,3400,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2009,Nigerian Used,167474,2400,Petrol,Automatic,"?2,600,000.00"
CHEVROLET,2007,Nigerian Used,28334,1800,Petrol,AMT,"?1,365,000.00"
TOYOTA,2014,Nigerian Used,212601,1800,Petrol,Automatic,"?4,740,000.00"
TOYOTA,2005,Nigerian Used,10680,47,Petrol,Automatic,"?2,100,000.00"
CHEVROLET,2015,Nigerian Used,87919,3600,Petrol,Automatic,"?10,500,000.00"
TOYOTA,2009,Nigerian Used,165916,2400,Petrol,Automatic,"?2,205,000.00"
HONDA,2010,Nigerian Used,109575,3500,Petrol,Automatic,"?3,120,000.00"
NISSAN,2006,Nigerian Used,38345,2500,Petrol,Automatic,"?1,560,000.00"
LEXUS,2004,Nigerian Used,218279,3000,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2006,Nigerian Used,146051,4700,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2006,Nigerian Used,142285,3500,Petrol,Automatic,"?2,100,000.00"
LEXUS,2004,Nigerian Used,147425,3300,Petrol,Automatic,"?2,200,000.00"
NISSAN,2005,Foreign Used,97179,3500,Petrol,Automatic,"?2,625,000.00"
LEXUS,2003,Nigerian Used,135610,3000,Petrol,Automatic,"?2,288,000.00"
TOYOTA,2004,Nigerian Used,251095,2400,Petrol,Automatic,"?1,664,000.00"
HYUNDAI,2013,Nigerian Used,62385,1800,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2008,Nigerian Used,162039,1800,Petrol,Automatic,"?2,415,000.00"
KIA,2016,Nigerian Used,110628,2000,Petrol,Automatic,"?5,250,000.00"
HONDA,2006,Foreign Used,186607,3500,Petrol,Automatic,"?2,808,000.00"
TOYOTA,2004,Nigerian Used,375259,2400,Petrol,Automatic,"?1,575,000.00"
NISSAN,2013,Nigerian Used,94561,1800,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2002,Foreign Used,130029,3000,Petrol,Automatic,"?2,100,000.00"
NISSAN,2015,Nigerian Used,32325,3500,Petrol,Automatic,"?7,560,000.00"
HONDA,2008,Nigerian Used,248616,3500,Petrol,Automatic,"?1,785,000.00"
HYUNDAI,2013,Nigerian Used,104060,1800,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2002,Foreign Used,416112,2400,Petrol,Automatic,"?2,704,000.00"
HONDA,2006,Nigerian Used,338743,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2004,Nigerian Used,135526,2400,Petrol,Automatic,"?2,392,000.00"
TOYOTA,2009,Nigerian Used,252925,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2013,Nigerian Used,153347,2500,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2006,Foreign Used,141166,1800,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2012,Nigerian Used,135879,3500,Petrol,Automatic,"?4,410,000.00"
NISSAN,2013,Nigerian Used,60480,1800,Petrol,Automatic,"?1,942,500.00"
TOYOTA,2008,Nigerian Used,160041,1800,Petrol,Automatic,"?3,016,000.00"
NISSAN,2010,Nigerian Used,166175,2500,Petrol,Automatic,"?2,625,000.00"
HONDA,2008,Nigerian Used,248616,3500,Petrol,Automatic,"?1,785,000.00"
LEXUS,2000,Foreign Used,213792,3000,Petrol,Automatic,"?2,205,000.00"
TOYOTA,2009,Foreign Used,122265,2400,Petrol,Automatic,"?4,056,000.00"
TOYOTA,2007,Nigerian Used,220381,2400,Hybrid,Automatic,"?2,100,000.00"
TOYOTA,2007,Foreign Used,76755,2400,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2006,Nigerian Used,142285,3500,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2008,Nigerian Used,186102,3000,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2006,Foreign Used,293596,1800,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2004,Nigerian Used,192967,2400,Petrol,Automatic,"?1,872,000.00"
LAND ROVER,2007,Nigerian Used,150360,4700,Petrol,Automatic,"?2,625,000.00"
HONDA,2003,Foreign Used,196184,2000,Petrol,Automatic,"?1,785,000.00"
NISSAN,2007,Foreign Used,283434,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2008,Nigerian Used,168720,1800,Petrol,Automatic,"?2,415,000.00"
HONDA,2010,Nigerian Used,229773,3500,Petrol,Automatic,"?2,288,000.00"
TOYOTA,2002,Nigerian Used,140910,3500,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2008,Nigerian Used,384828,1500,Hybrid,Automatic,"?2,100,000.00"
TOYOTA,2012,Nigerian Used,116030,1800,Petrol,Automatic,"?3,432,000.00"
TOYOTA,2011,Foreign Used,432495,3500,Petrol,Automatic,"?4,680,000.00"
HONDA,2015,Nigerian Used,78522,2000,Petrol,Automatic,"?7,875,000.00"
HONDA,2007,Foreign Used,389149,3500,Petrol,Automatic,"?2,912,000.00"
TOYOTA,2008,Nigerian Used,186102,3000,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2004,Foreign Used,214962,1800,Petrol,Automatic,"?2,625,000.00"
HONDA,2003,Nigerian Used,175567,3500,Petrol,Automatic,"?1,612,000.00"
TOYOTA,2005,Nigerian Used,342742,3300,Petrol,Automatic,"?1,680,000.00"
HONDA,2010,Nigerian Used,197853,3500,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2002,Nigerian Used,226225,3000,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2004,Foreign Used,416093,2400,Petrol,Automatic,"?2,912,000.00"
HONDA,2005,Foreign Used,122222,3500,Petrol,Automatic,"?2,964,000.00"
TOYOTA,2006,Foreign Used,439547,1800,Petrol,Automatic,"?3,120,000.00"
JEEP,2014,Nigerian Used,51566,3600,Petrol,Automatic,"?18,900,000.00"
TOYOTA,2004,Nigerian Used,268447,1800,Petrol,Automatic,"?1,872,000.00"
HONDA,2013,Nigerian Used,182450,2400,Petrol,Automatic,"?5,200,000.00"
HONDA,2003,Foreign Used,196184,2000,Petrol,Automatic,"?1,785,000.00"
NISSAN,2008,Foreign Used,213339,2500,Petrol,Automatic,"?3,028,000.00"
TOYOTA,2006,Nigerian Used,207615,4000,Petrol,Automatic,"?6,240,000.00"
TOYOTA,2005,Nigerian Used,166024,1800,Petrol,Automatic,"?1,942,500.00"
HONDA,2013,Nigerian Used,104281,2400,Petrol,Automatic,"?4,200,000.00"
KIA,2011,Nigerian Used,97279,1600,Petrol,Automatic,"?1,680,000.00"
HONDA,2009,Nigerian Used,202694,3500,Petrol,Automatic,"?2,625,000.00"
HONDA,2011,Nigerian Used,226014,3500,Petrol,Automatic,"?2,940,000.00"
HYUNDAI,2012,Nigerian Used,100000,2500,Petrol,Automatic,"?2,625,000.00"
FORD,2001,Nigerian Used,183738,2300,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2004,Foreign Used,395286,1800,Petrol,Automatic,"?2,730,000.00"
HYUNDAI,2013,Nigerian Used,134852,1800,Petrol,Automatic,"?3,120,000.00"
HYUNDAI,2014,Nigerian Used,66462,2400,Petrol,Automatic,"?2,835,000.00"
HYUNDAI,2007,Nigerian Used,476812,2000,Petrol,Automatic,"?2,496,000.00"
KIA,2013,Nigerian Used,83132,1600,Petrol,Automatic,"?2,310,000.00"
HONDA,2008,Nigerian Used,344223,3500,Petrol,Automatic,"?2,600,000.00"
HYUNDAI,2010,Nigerian Used,262797,3800,Petrol,Automatic,"?2,677,500.00"
TOYOTA,2002,Nigerian Used,88480,2400,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2008,Nigerian Used,168720,1800,Petrol,Automatic,"?2,415,000.00"
LEXUS,1999,Nigerian Used,2254489,3500,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2004,Nigerian Used,268447,1800,Petrol,Automatic,"?1,872,000.00"
NISSAN,2015,Nigerian Used,32325,3500,Petrol,Automatic,"?7,560,000.00"
HONDA,2006,Foreign Used,186607,3500,Petrol,Automatic,"?2,808,000.00"
KIA,2013,Foreign Used,134409,2400,Petrol,Automatic,"?6,615,000.00"
TOYOTA,2008,Nigerian Used,246651,1800,Petrol,Automatic,"?2,310,000.00"
JEEP,2014,Nigerian Used,51566,3600,Petrol,Automatic,"?18,900,000.00"
TOYOTA,2006,Nigerian Used,124738,1800,Petrol,Automatic,"?1,890,000.00"
MITSUBISHI,2007,Nigerian Used,220442,3800,Petrol,Automatic,"?3,465,000.00"
NISSAN,2014,Nigerian Used,93520,5600,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2003,Nigerian Used,116440,2000,Petrol,Automatic,"?2,080,000.00"
HONDA,2013,Nigerian Used,182450,2400,Petrol,Automatic,"?5,200,000.00"
TOYOTA,2006,Nigerian Used,415172,1800,Petrol,Automatic,"?2,080,000.00"
ACURA,2002,Nigerian Used,200741,3500,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2002,Nigerian Used,226225,3000,Petrol,Automatic,"?1,560,000.00"
HONDA,2008,Nigerian Used,344223,3500,Petrol,Automatic,"?2,600,000.00"
NISSAN,2013,Nigerian Used,94561,1800,Petrol,Automatic,"?2,835,000.00"
NISSAN,2013,Nigerian Used,43644,2000,Petrol,CVT,"?2,940,000.00"
NISSAN,2009,Foreign Used,291436,1800,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2009,Nigerian Used,154581,2400,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2012,Nigerian Used,116030,1800,Petrol,Automatic,"?3,432,000.00"
TOYOTA,2005,Nigerian Used,166024,1800,Petrol,Automatic,"?1,942,500.00"
HONDA,2008,Nigerian Used,308650,3500,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2000,Foreign Used,324010,3500,Petrol,Automatic,"?2,415,000.00"
FORD,2007,Nigerian Used,217815,3000,Petrol,Automatic,"?1,575,000.00"
HYUNDAI,2007,Nigerian Used,476812,2000,Petrol,Automatic,"?2,496,000.00"
HONDA,2009,Nigerian Used,49198,3500,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2009,Nigerian Used,218754,2000,Petrol,Automatic,"?2,100,000.00"
MAZDA,2010,Foreign Used,157791,2500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2009,Nigerian Used,92488,2500,Petrol,Automatic,"?2,100,000.00"
HONDA,2010,Nigerian Used,109575,3500,Petrol,Automatic,"?3,120,000.00"
KIA,2012,Nigerian Used,168761,1800,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2014,Nigerian Used,212601,1800,Petrol,Automatic,"?4,740,000.00"
CHEVROLET,2017,Foreign Used,27228,3600,Petrol,Automatic,"?15,750,000.00"
HONDA,2004,Nigerian Used,255711,3500,Petrol,Automatic,"?2,496,000.00"
PONTIAC,2009,Nigerian Used,134619,2400,Petrol,Automatic,"?2,808,000.00"
TOYOTA,2004,Foreign Used,214962,1800,Petrol,Automatic,"?2,625,000.00"
PONTIAC,2009,Nigerian Used,213448,2400,Petrol,Automatic,"?2,520,000.00"
MAZDA,2006,Foreign Used,351273,3000,Petrol,Automatic,"?2,415,000.00"
HONDA,2007,Foreign Used,389149,3500,Petrol,Automatic,"?2,912,000.00"
HONDA,2003,Nigerian Used,175567,3500,Petrol,Automatic,"?1,612,000.00"
HYUNDAI,2020,Nigerian Used,822,1600,Petrol,Automatic,"?10,500,000.00"
TOYOTA,2006,Nigerian Used,111133,2400,Petrol,Automatic,"?2,047,500.00"
HONDA,2006,Nigerian Used,328495,3500,Petrol,Automatic,"?1,872,000.00"
HONDA,2004,Foreign Used,401187,3500,Petrol,Automatic,"?2,912,000.00"
LEXUS,2007,Nigerian Used,220726,3500,Petrol,Automatic,"?4,680,000.00"
NISSAN,2008,Nigerian Used,95066,2500,Petrol,Automatic,"?2,625,000.00"
FORD,2010,Nigerian Used,270431,3500,Petrol,Automatic,"?2,612,000.00"
TOYOTA,2002,Nigerian Used,176533,2400,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2003,Nigerian Used,271345,2400,Petrol,Automatic,"?1,612,000.00"
HONDA,2016,Foreign Used,48348,2400,Petrol,Automatic,"?8,320,000.00"
TOYOTA,2003,Nigerian Used,170206,3000,Petrol,Automatic,"?2,704,000.00"
HONDA,2013,Foreign Used,152229,3500,Petrol,Automatic,"?5,040,000.00"
HONDA,2005,Nigerian Used,159924,3500,Petrol,Automatic,"?1,872,000.00"
HYUNDAI,2007,Foreign Used,96891,2400,Petrol,Automatic,"?2,525,000.00"
NISSAN,2007,Nigerian Used,306577,4000,Petrol,Automatic,"?2,520,000.00"
BMW,2002,Nigerian Used,176466,3000,Petrol,Automatic,"?1,687,500.00"
FORD,2001,Nigerian Used,239647,2800,Petrol,Automatic,"?1,365,000.00"
HONDA,2009,Foreign Used,159132,2400,Petrol,Automatic,"?2,677,500.00"
LEXUS,2007,Nigerian Used,220726,3500,Petrol,Automatic,"?4,680,000.00"
TOYOTA,2003,Nigerian Used,116440,2000,Petrol,Automatic,"?2,080,000.00"
ROVER,2012,Foreign Used,163834,2000,Petrol,Automatic,"?10,185,000.00"
MERCEDES-BENZ,2007,Nigerian Used,110735,3500,Petrol,Automatic,"?2,940,000.00"
HONDA,2016,Foreign Used,121625,2400,Petrol,Automatic,"?6,825,000.00"
LEXUS,2004,Nigerian Used,151357,3300,Petrol,Automatic,"?4,680,000.00"
LEXUS,2007,Nigerian Used,103245,3500,Petrol,Automatic,"?2,100,000.00"
CHEVROLET,2017,Foreign Used,27228,3600,Petrol,Automatic,"?15,750,000.00"
HYUNDAI,2012,Nigerian Used,1580052,2200,Petrol,Automatic,"?2,310,000.00"
MERCEDES-BENZ,2008,Nigerian Used,171692,3500,Petrol,Automatic,"?2,835,000.00"
MERCEDES-BENZ,2007,Nigerian Used,110735,3500,Petrol,Automatic,"?2,940,000.00"
KIA,2011,Nigerian Used,98022,1600,Petrol,Automatic,"?2,310,000.00"
HONDA,2010,Nigerian Used,121664,2400,Petrol,Automatic,"?2,392,000.00"
NISSAN,2007,Nigerian Used,233903,3000,Petrol,Automatic,"?1,680,000.00"
HONDA,2005,Nigerian Used,273444,3500,Petrol,Automatic,"?1,560,000.00"
MAZDA,2000,Foreign Used,147611,1800,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2007,Nigerian Used,89097,1800,Petrol,Automatic,"?2,080,000.00"
FORD,2012,Foreign Used,36559,1600,Petrol,Automatic,"?3,885,000.00"
MERCEDES-BENZ,2008,Nigerian Used,171692,3500,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2004,Nigerian Used,291620,1800,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2008,Nigerian Used,113747,2400,Petrol,Automatic,"?2,205,000.00"
HONDA,2013,Nigerian Used,174100,3500,Petrol,Automatic,"?3,675,000.00"
FORD,2007,Nigerian Used,115945,3500,Petrol,AMT,"?1,575,000.00"
HYUNDAI,2013,Nigerian Used,134852,1800,Petrol,Automatic,"?3,120,000.00"
LEXUS,2008,Nigerian Used,115820,4700,Petrol,Automatic,"?4,200,000.00"
MERCEDES-BENZ,2007,Nigerian Used,243975,4700,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2006,Foreign Used,299397,1800,Petrol,Automatic,"?2,940,000.00"
NISSAN,2014,Nigerian Used,93520,5600,Petrol,Automatic,"?2,310,000.00"
HYUNDAI,2009,Nigerian Used,87854,2000,Petrol,Automatic,"?1,575,000.00"
HONDA,2013,Nigerian Used,174100,3500,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2003,Foreign Used,146734,1800,Petrol,Automatic,"?2,625,000.00"
HONDA,2013,Nigerian Used,173936,2400,Petrol,Automatic,"?3,780,000.00"
TOYOTA,2004,Nigerian Used,208026,2400,Petrol,Automatic,"?1,872,000.00"
HONDA,2007,Foreign Used,123441,2500,Petrol,Automatic,"?3,570,000.00"
LEXUS,2000,Nigerian Used,222631,4700,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2006,Nigerian Used,274268,2400,Petrol,Automatic,"?1,627,500.00"
KIA,2013,Nigerian Used,85282,2400,Petrol,Automatic,"?4,200,000.00"
HONDA,2010,Nigerian Used,88208,3500,Petrol,Automatic,"?2,677,500.00"
RENAULT,2006,Nigerian Used,180952,1900,Diesel,Manual,"?1,025,000.00"
TOYOTA,2008,Nigerian Used,107655,18000,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2007,Nigerian Used,150420,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2007,Nigerian Used,161188,2400,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2002,Nigerian Used,285976,3000,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2004,Nigerian Used,180984,3500,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2012,Nigerian Used,114345,1600,Petrol,Automatic,"?3,328,000.00"
TOYOTA,2011,Foreign Used,202784,2500,Petrol,Automatic,"?4,472,000.00"
HONDA,2004,Nigerian Used,143321,2300,Petrol,Automatic,"?2,704,000.00"
LAND ROVER,2006,Nigerian Used,188429,4200,Petrol,Automatic,"?2,940,000.00"
NISSAN,2007,Nigerian Used,233903,3000,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2006,Foreign Used,102399,3300,Petrol,Automatic,"?3,640,000.00"
HONDA,2005,Nigerian Used,212354,3500,Petrol,Automatic,"?1,575,000.00"
HYUNDAI,2012,Nigerian Used,110683,1800,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2002,Nigerian Used,285976,3000,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2003,Nigerian Used,170206,3000,Petrol,Automatic,"?2,704,000.00"
TOYOTA,2002,Nigerian Used,132213,3000,Petrol,Automatic,"?1,352,000.00"
TOYOTA,2006,Nigerian Used,248375,3300,Petrol,Automatic,"?1,785,000.00"
FORD,2004,Nigerian Used,323048,400,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2002,Nigerian Used,176533,2400,Petrol,Automatic,"?1,560,000.00"
KIA,2010,Nigerian Used,179284,1600,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2003,Nigerian Used,188739,1800,Petrol,Automatic,"?1,575,000.00"
HONDA,2007,Foreign Used,123441,2500,Petrol,Automatic,"?3,570,000.00"
LEXUS,2008,Nigerian Used,176272,3500,Petrol,Automatic,"?2,625,000.00"
HONDA,2006,Nigerian Used,233846,3500,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2011,Foreign Used,432495,3500,Petrol,Automatic,"?4,680,000.00"
MITSUBISHI,2008,Nigerian Used,156408,2400,Petrol,Manual,"?1,365,000.00"
NISSAN,2014,Nigerian Used,118154,2500,Petrol,CVT,"?5,775,000.00"
MITSUBISHI,2004,Nigerian Used,361889,3800,Petrol,Automatic,"?2,625,000.00"
HONDA,2013,Nigerian Used,173936,2400,Petrol,Automatic,"?3,780,000.00"
TOYOTA,2012,Foreign Used,206117,3500,Petrol,Automatic,"?9,152,000.00"
FORD,2013,Nigerian Used,133104,3500,Petrol,Automatic,"?3,465,000.00"
KIA,2013,Nigerian Used,85282,2400,Petrol,Automatic,"?4,200,000.00"
NISSAN,2005,Nigerian Used,231680,2000,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2008,Nigerian Used,107655,18000,Petrol,Automatic,"?2,415,000.00"
HONDA,2009,Foreign Used,159132,2400,Petrol,Automatic,"?2,677,500.00"
MERCEDES-BENZ,2008,Nigerian Used,187503,3500,Petrol,Automatic,"?2,520,000.00"
MITSUBISHI,2003,Nigerian Used,246600,2400,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2006,Foreign Used,277350,3500,Petrol,Automatic,"?2,940,000.00"
MERCEDES-BENZ,2007,Nigerian Used,206570,2000,Petrol,Automatic,"?1,785,000.00"
MAZDA,2004,Nigerian Used,141216,3000,Petrol,Automatic,"?1,890,000.00"
HONDA,2011,Nigerian Used,166352,3500,Petrol,Automatic,"?2,415,000.00"
HONDA,2005,Nigerian Used,273444,3500,Petrol,Automatic,"?1,560,000.00"
NISSAN,2005,Nigerian Used,208886,40,Petrol,Automatic,"?3,016,000.00"
JAGUAR,2001,Nigerian Used,263789,3000,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2002,Nigerian Used,241730,3000,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2005,Nigerian Used,128134,1800,Petrol,Automatic,"?1,976,000.00"
MERCEDES-BENZ,2009,Nigerian Used,151643,4000,Petrol,Automatic,"?4,725,000.00"
LEXUS,2005,Nigerian Used,174427,3300,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2006,Foreign Used,277350,3500,Petrol,Automatic,"?2,940,000.00"
HYUNDAI,2013,Nigerian Used,118053,1800,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2012,Nigerian Used,193268,1800,Petrol,Automatic,"?2,887,500.00"
MERCEDES-BENZ,2010,Nigerian Used,189018,3500,Petrol,Automatic,"?5,720,000.00"
TOYOTA,2009,Nigerian Used,128980,1800,Petrol,Automatic,"?2,100,000.00"
NISSAN,2009,Nigerian Used,213292,3500,Petrol,CVT,"?1,575,000.00"
TOYOTA,2003,Nigerian Used,210448,1800,Petrol,Automatic,"?2,028,000.00"
TOYOTA,2007,Nigerian Used,156588,2400,Petrol,Automatic,"?2,496,000.00"
HONDA,2007,Foreign Used,128446,1400,Petrol,Manual,"?1,785,000.00"
TOYOTA,2003,Nigerian Used,217894,1800,Petrol,Automatic,"?1,732,500.00"
LEXUS,2000,Nigerian Used,154995,3500,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2008,Nigerian Used,241185,1500,Hybrid,Automatic,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,156588,2400,Petrol,Automatic,"?2,496,000.00"
HONDA,2007,Nigerian Used,134716,2400,Petrol,Automatic,"?2,046,000.00"
TOYOTA,2009,Nigerian Used,245524,1800,Petrol,Automatic,"?2,415,000.00"
MERCEDES-BENZ,2008,Nigerian Used,142557,47000,Petrol,Automatic,"?4,725,000.00"
HONDA,2009,Nigerian Used,179313,3500,Petrol,Automatic,"?2,625,000.00"
HONDA,2008,Nigerian Used,226508,2400,Petrol,Automatic,"?2,184,000.00"
LEXUS,2011,Nigerian Used,98718,3500,Petrol,Automatic,"?5,200,000.00"
HONDA,2010,Nigerian Used,95366,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2007,Nigerian Used,165028,1800,Petrol,Automatic,"?2,100,000.00"
NISSAN,2004,Nigerian Used,272065,3300,Petrol,Automatic,"?2,912,000.00"
TOYOTA,2003,Nigerian Used,188739,1800,Petrol,Automatic,"?1,575,000.00"
HONDA,2014,Foreign Used,163132,2400,Petrol,Automatic,"?6,760,000.00"
TOYOTA,2010,Nigerian Used,210788,2400,Petrol,Automatic,"?2,912,000.00"
TOYOTA,2007,Nigerian Used,102718,2400,Petrol,Automatic,"?2,205,000.00"
HONDA,2009,Nigerian Used,173089,2400,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2008,Foreign Used,105681,3500,Petrol,Automatic,"?26,000,000.00"
LEXUS,2007,Nigerian Used,68366,3500,Petrol,Automatic,"?5,408,000.00"
TOYOTA,2004,Nigerian Used,331606,1800,Petrol,AMT,"?1,890,000.00"
TOYOTA,2005,Nigerian Used,443373,2400,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2009,Nigerian Used,92488,2500,Petrol,Automatic,"?2,100,000.00"
NISSAN,2001,Nigerian Used,188490,3300,Petrol,Automatic,"?1,260,000.00"
LEXUS,2005,Nigerian Used,177350,3300,Petrol,Automatic,"?2,100,000.00"
MERCEDES-BENZ,2007,Nigerian Used,243975,4700,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2009,Nigerian Used,154177,1800,Petrol,Automatic,"?2,704,000.00"
TOYOTA,2002,Nigerian Used,188116,2400,Petrol,Automatic,"?1,612,000.00"
TOYOTA,2006,Nigerian Used,124738,1800,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2004,Nigerian Used,231374,3300,Petrol,Automatic,"?1,575,000.00"
KIA,2013,Nigerian Used,100169,1800,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2011,Nigerian Used,195365,2500,Petrol,Automatic,"?2,677,500.00"
TOYOTA,2003,Nigerian Used,210448,1800,Petrol,Automatic,"?2,028,000.00"
TOYOTA,2002,Nigerian Used,195977,3000,Petrol,Automatic,"?1,260,000.00"
MERCEDES-BENZ,2009,Nigerian Used,151643,4000,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2003,Nigerian Used,239434,1800,Petrol,Automatic,"?1,780,000.00"
TOYOTA,2009,Nigerian Used,299990,1800,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2009,Nigerian Used,128980,1800,Petrol,Automatic,"?2,100,000.00"
LEXUS,2006,Nigerian Used,208657,3000,Petrol,Automatic,"?2,928,000.00"
HYUNDAI,2015,Nigerian Used,50075,1200,Petrol,Manual,"?2,100,000.00"
TOYOTA,2009,Nigerian Used,125745,2400,Petrol,Automatic,"?2,392,000.00"
HONDA,2009,Nigerian Used,179313,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2005,Foreign Used,150430,1800,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2007,Nigerian Used,167507,3500,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2002,Nigerian Used,195977,3000,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2007,Nigerian Used,234297,2400,Petrol,Automatic,"?1,942,500.00"
TOYOTA,2008,Nigerian Used,241185,1500,Hybrid,Automatic,"?1,785,000.00"
TOYOTA,2010,Nigerian Used,257417,1800,Petrol,Automatic,"?3,536,000.00"
TOYOTA,2008,Nigerian Used,56761,5700,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2003,Nigerian Used,217894,1800,Petrol,Automatic,"?1,732,500.00"
FORD,2007,Nigerian Used,115945,3500,Petrol,AMT,"?1,575,000.00"
TOYOTA,2007,Nigerian Used,194171,2400,Petrol,Automatic,"?1,890,000.00"
HYUNDAI,2011,Nigerian Used,298624,2000,Petrol,Automatic,"?2,814,000.00"
TOYOTA,2006,Nigerian Used,290204,18000,Petrol,Automatic,"?1,890,000.00"
